Date,Open,High,Low,Close,Volume
2010-10-14,0.1,0.1,0.1,0.1,37220
2010-10-15,0.1,0.1,0.1,0.1,24640
2010-10-16,0.1,0.1,0.1,0.1,6290
2010-10-17,0.1,0.1,0.1,0.1,18220
2010-10-18,0.1,0.1,0.1,0.1,25670
2010-10-19,0.1,0.1,0.1,0.1,6240
2010-10-20,0.1,0.1,0.1,0.1,31860
2010-10-21,0.1,0.1,0.1,0.1,44870
2010-10-22,0.1,0.1,0.1,0.1,34600
2010-10-23,0.1,0.1,0.1,0.1,4420
2010-10-24,0.1,0.2,0.1,0.1,13800
2010-10-25,0.1,0.2,0.1,0.1,30300
2010-10-26,0.1,0.2,0.1,0.2,19220
2010-10-27,0.2,0.2,0.2,0.2,65610
2010-10-28,0.2,0.2,0.2,0.2,21530
2010-10-29,0.2,0.2,0.2,0.2,28690
2010-10-30,0.2,0.2,0.2,0.2,26710
2010-10-31,0.2,0.2,0.2,0.2,40340
2010-11-01,0.2,0.2,0.2,0.2,21260
2010-11-02,0.2,0.2,0.2,0.2,5850
2010-11-03,0.2,0.3,0.1,0.2,61470
2010-11-04,0.2,0.2,0.2,0.2,29700
2010-11-05,0.2,0.3,0.2,0.3,36620
2010-11-06,0.3,0.5,0.2,0.4,32760
2010-11-07,0.4,0.5,0.3,0.3,77220
2010-11-08,0.3,0.4,0.2,0.2,118200
2010-11-09,0.2,0.3,0.2,0.2,47980
2010-11-10,0.2,0.2,0.1,0.2,30390
2010-11-11,0.2,0.2,0.2,0.2,5030
2010-11-12,0.2,0.3,0.2,0.3,40720
2010-11-13,0.3,0.3,0.3,0.3,21920
2010-11-14,0.3,0.3,0.3,0.3,16840
2010-11-15,0.3,0.3,0.3,0.3,8510
2010-11-16,0.3,0.3,0.2,0.2,33930
2010-11-17,0.2,0.3,0.2,0.2,32870
2010-11-18,0.2,0.3,0.2,0.3,37450
2010-11-19,0.3,0.3,0.3,0.3,2160
2010-11-20,0.3,0.3,0.3,0.3,14650
2010-11-21,0.3,0.3,0.3,0.3,770
2010-11-22,0.3,0.3,0.3,0.3,28210
2010-11-23,0.3,0.3,0.3,0.3,4860
2010-11-24,0.3,0.3,0.3,0.3,2520
2010-11-25,0.3,0.3,0.3,0.3,1680
2010-11-26,0.3,0.3,0.3,0.3,33530
2010-11-27,0.3,0.3,0.3,0.3,1830
2010-11-28,0.3,0.3,0.3,0.3,20800
2010-11-29,0.3,0.3,0.2,0.2,35060
2010-11-30,0.2,0.2,0.2,0.2,21480
2010-12-01,0.2,0.2,0.2,0.2,8160
2010-12-02,0.2,0.3,0.2,0.3,20310
2010-12-03,0.3,0.3,0.2,0.3,2570
2010-12-04,0.3,0.3,0.2,0.2,28560
2010-12-05,0.2,0.2,0.2,0.2,5740
2010-12-06,0.2,0.2,0.2,0.2,4320
2010-12-07,0.2,0.2,0.2,0.2,24590
2010-12-08,0.2,0.2,0.2,0.2,3430
2010-12-09,0.2,0.2,0.2,0.2,21340
2010-12-10,0.2,0.2,0.2,0.2,1680
2010-12-11,0.2,0.2,0.2,0.2,5790
2010-12-12,0.2,0.2,0.2,0.2,1960
2010-12-13,0.2,0.2,0.2,0.2,6420
2010-12-14,0.2,0.2,0.2,0.2,10390
2010-12-15,0.2,0.2,0.2,0.2,3690
2010-12-16,0.2,0.3,0.2,0.3,14360
2010-12-17,0.3,0.2,0.2,0.2,530
2010-12-18,0.2,0.2,0.2,0.2,170
2010-12-19,0.2,0.2,0.2,0.2,2000
2010-12-20,0.2,0.3,0.2,0.3,10680
2010-12-21,0.3,0.3,0.2,0.2,9230
2010-12-22,0.2,0.3,0.2,0.3,3800
2010-12-23,0.3,0.3,0.2,0.3,8650
2010-12-24,0.3,0.3,0.2,0.2,5030
2010-12-25,0.2,0.3,0.2,0.2,700
2010-12-26,0.2,0.3,0.2,0.3,16590
2010-12-27,0.3,0.3,0.3,0.3,4940
2010-12-28,0.3,0.3,0.3,0.3,15440
2010-12-29,0.3,0.3,0.3,0.3,18610
2010-12-30,0.3,0.3,0.3,0.3,2540
2010-12-31,0.3,0.3,0.3,0.3,1450
2011-01-01,0.3,0.3,0.3,0.3,2820
2011-01-02,0.3,0.3,0.3,0.3,5350
2011-01-03,0.3,0.3,0.3,0.3,1430
2011-01-04,0.3,0.3,0.3,0.3,1880
2011-01-05,0.3,0.3,0.3,0.3,360
2011-01-06,0.3,0.3,0.3,0.3,3460
2011-01-07,0.3,0.3,0.3,0.3,42600
2011-01-08,0.3,0.3,0.3,0.3,1630
2011-01-09,0.3,0.3,0.3,0.3,1690
2011-01-10,0.3,0.3,0.3,0.3,10360
2011-01-11,0.3,0.3,0.3,0.3,4860
2011-01-12,0.3,0.4,0.3,0.3,31360
2011-01-13,0.3,0.4,0.3,0.3,20120
2011-01-14,0.3,0.4,0.3,0.4,27130
2011-01-15,0.4,0.4,0.4,0.4,1520
2011-01-16,0.4,0.4,0.4,0.4,2780
2011-01-17,0.4,0.4,0.3,0.3,18240
2011-01-18,0.3,0.3,0.3,0.3,15670
2011-01-19,0.3,0.3,0.3,0.3,7290
2011-01-20,0.3,0.4,0.3,0.4,19880
2011-01-21,0.4,0.4,0.4,0.4,8480
2011-01-22,0.4,0.4,0.4,0.4,10530
2011-01-23,0.4,0.4,0.4,0.4,1150
2011-01-24,0.4,0.4,0.4,0.4,11060
2011-01-25,0.4,0.4,0.4,0.4,2160
2011-01-26,0.4,0.4,0.4,0.4,15570
2011-01-27,0.4,0.4,0.4,0.4,27710
2011-01-28,0.4,0.4,0.4,0.4,5330
2011-01-29,0.4,0.4,0.4,0.4,1450
2011-01-30,0.4,0.5,0.4,0.5,10380
2011-01-31,0.5,0.9,0.5,0.5,63520
2011-02-01,0.5,0.9,0.5,0.7,31560
2011-02-02,0.7,0.8,0.7,0.7,5630
2011-02-03,0.7,0.8,0.7,0.7,8530
2011-02-04,0.7,0.9,0.7,0.8,42220
2011-02-05,0.8,0.9,0.8,0.9,15790
2011-02-06,0.9,0.9,0.8,0.9,8740
2011-02-07,0.9,0.9,0.8,0.9,2260
2011-02-08,0.9,0.9,0.9,0.9,7020
2011-02-09,0.9,1.1,0.8,1.1,49630
2011-02-10,1.1,1.1,0.8,1,26560
2011-02-11,1,1.1,0.9,1.1,13300
2011-02-12,1.1,1.1,1,1.1,4120
2011-02-13,1.1,1.1,1,1,3240
2011-02-14,1,1.1,1,1.1,7100
2011-02-15,1.1,1.1,1,1,8620
2011-02-16,1,1,1,1,7190
2011-02-17,1,1,1,1,4010
2011-02-18,1,1,0.8,0.9,36950
2011-02-19,0.9,1,0.8,0.9,3800
2011-02-20,0.9,0.9,0.8,0.9,9970
2011-02-21,0.9,0.9,0.8,0.8,1700
2011-02-22,0.8,0.9,0.8,0.9,12100
2011-02-23,0.9,0.9,0.9,0.9,6720
2011-02-24,0.9,1,0.9,1,13420
2011-02-25,1,1,0.9,0.9,4460
2011-02-26,0.9,1,0.9,1,4740
2011-02-27,1,1,0.9,0.9,23270
2011-02-28,0.9,0.9,0.8,0.9,4650
2011-03-01,0.9,1,0.9,0.9,22570
2011-03-02,0.9,0.9,0.9,0.9,2740
2011-03-03,0.9,0.9,0.9,0.9,2750
2011-03-04,0.9,0.9,0.9,0.9,2710
2011-03-05,0.9,0.9,0.8,0.9,12570
2011-03-06,0.9,0.9,0.8,0.9,12630
2011-03-07,0.9,0.9,0.8,0.9,15270
2011-03-08,0.9,0.9,0.9,0.9,4530
2011-03-09,0.9,0.9,0.9,0.9,4550
2011-03-10,0.9,0.9,0.8,0.9,8870
2011-03-11,0.9,0.9,0.9,0.9,3730
2011-03-12,0.9,0.9,0.9,0.9,4820
2011-03-13,0.9,0.9,0.9,0.9,660
2011-03-14,0.9,0.9,0.9,0.9,5270
2011-03-15,0.9,0.9,0.9,0.9,2730
2011-03-16,0.9,0.9,0.8,0.9,7930
2011-03-17,0.9,0.9,0.8,0.8,7160
2011-03-18,0.8,0.9,0.7,0.8,14230
2011-03-19,0.8,0.8,0.7,0.8,9880
2011-03-20,0.8,0.8,0.7,0.7,5820
2011-03-21,0.7,0.8,0.7,0.8,3700
2011-03-22,0.8,0.8,0.7,0.8,12150
2011-03-23,0.8,0.9,0.8,0.8,13260
2011-03-24,0.8,0.9,0.8,0.9,14010
2011-03-25,0.9,0.9,0.9,0.9,4820
2011-03-26,0.9,0.9,0.8,0.9,11760
2011-03-27,0.9,0.9,0.8,0.8,5340
2011-03-28,0.8,0.9,0.8,0.8,12570
2011-03-29,0.8,0.8,0.8,0.8,4220
2011-03-30,0.8,0.8,0.8,0.8,3220
2011-03-31,0.8,0.8,0.8,0.8,6880
2011-04-01,0.8,0.8,0.8,0.8,3190
2011-04-02,0.8,0.8,0.8,0.8,2490
2011-04-03,0.8,0.8,0.8,0.8,3930
2011-04-04,0.8,0.8,0.6,0.7,31160
2011-04-05,0.7,0.7,0.6,0.7,9730
2011-04-06,0.7,0.8,0.7,0.7,8700
2011-04-07,0.7,0.8,0.7,0.8,10830
2011-04-08,0.8,0.8,0.7,0.8,18210
2011-04-09,0.8,0.8,0.7,0.7,12120
2011-04-10,0.7,0.8,0.7,0.7,5350
2011-04-11,0.7,0.8,0.7,0.8,14650
2011-04-12,0.8,0.9,0.8,0.9,48420
2011-04-13,0.9,1,0.9,0.9,43400
2011-04-14,0.9,1,0.9,1,31110
2011-04-15,1,1.1,0.9,1,50310
2011-04-16,1,1.1,1,1,28870
2011-04-17,1,1.1,1,1.1,24230
2011-04-18,1.1,1.2,1.1,1.2,27480
2011-04-19,1.2,1.2,1.1,1.2,12560
2011-04-20,1.2,1.2,1.1,1.1,21350
2011-04-21,1.1,1.2,1.1,1.2,39300
2011-04-22,1.2,1.4,1.2,1.4,39420
2011-04-23,1.4,2,1.3,1.7,66620
2011-04-24,1.7,2,1.6,1.6,21540
2011-04-25,1.6,1.7,1.5,1.6,13470
2011-04-26,1.6,1.8,1.5,1.8,24050
2011-04-27,1.8,2,1.7,1.9,33060
2011-04-28,1.9,2.7,1.7,2.2,100240
2011-04-29,2.2,3,2.2,2.9,57580
2011-04-30,2.9,4.2,2.8,3.5,65430
2011-05-01,3.5,3.9,2.5,3,45770
2011-05-02,3,3.5,3,3.2,18330
2011-05-03,3.2,3.5,3.1,3.4,16920
2011-05-04,3.4,3.6,3.3,3.4,17280
2011-05-05,3.4,3.5,3.3,3.3,15350
2011-05-06,3.3,3.6,3.3,3.5,23020
2011-05-07,3.5,3.7,3.4,3.6,17830
2011-05-08,3.6,3.9,3.6,3.9,21130
2011-05-09,3.9,3.9,3.7,3.8,11520
2011-05-10,3.8,6,3.8,5.8,56220
2011-05-11,5.8,6.1,4.6,5.5,52570
2011-05-12,5.5,6.5,5.2,6.3,31720
2011-05-13,6.3,8.4,6.3,8.2,64000
2011-05-14,8.2,8.9,5.8,7.2,55390
2011-05-15,7.2,7.8,6.2,7,18300
2011-05-16,7,8.5,6.8,8,44140
2011-05-17,8,8.4,7,7.2,35350
2011-05-18,7.2,7.5,6.6,6.9,25400
2011-05-19,6.9,7.3,6.6,6.8,24440
2011-05-20,6.8,7.1,5.6,5.6,44460
2011-05-21,5.6,6.5,5.6,6.1,31110
2011-05-22,6.1,6.8,6,6.7,23870
2011-05-23,6.7,7.4,6.7,7.2,35280
2011-05-24,7.2,7.5,7,7.4,29280
2011-05-25,7.4,9.3,7.2,8.4,64050
2011-05-26,8.4,9,8,8.8,28650
2011-05-27,8.8,8.8,8.5,8.5,14430
2011-05-28,8.5,8.7,8.1,8.3,12250
2011-05-29,8.3,8.5,8.1,8.4,7490
2011-05-30,8.4,9,8.3,8.8,17680
2011-05-31,8.8,9.5,8.1,8.7,45790
2011-06-01,8.7,9.7,8.3,9.6,43480
2011-06-02,9.6,10.9,9.5,10.6,41050
2011-06-03,10.6,14.5,10.6,14.3,72980
2011-06-04,14.3,18.9,14,18.9,44480
2011-06-05,18.9,19,16.2,16.7,24280
2011-06-06,16.7,19.2,16.5,18.5,55090
2011-06-07,18.5,24.3,18.3,23.9,53720
2011-06-08,23.9,31.9,22.2,29.6,104930
2011-06-09,29.6,31.5,26.1,28.9,62930
2011-06-10,28.9,29.4,20,24,92210
2011-06-11,24,24,13,14.6,121870
2011-06-12,14.6,25,10.3,18.5,151190
2011-06-13,18.5,24.5,16,19.8,73420
2011-06-14,19.8,20.5,18,19.3,36160
2011-06-15,19.3,20,19,19.5,27710
2011-06-16,19.5,19.9,17,17,49200
2011-06-17,17,18.3,13,15.7,108620
2011-06-18,15.7,17,15.1,16.9,35540
2011-06-19,16.9,18.9,16.9,17.5,30180
2011-06-20,17.5,17.5,17.5,17.5,NaN
2011-06-21,17.5,17.5,17.5,17.5,NaN
2011-06-22,17.5,17.5,17.5,17.5,NaN
2011-06-23,17.5,17.5,17.5,17.5,NaN
2011-06-24,17.5,17.5,17.5,17.5,NaN
2011-06-25,17.5,17.5,17.5,17.5,NaN
2011-06-26,17.5,17.5,14,16.5,15050
2011-06-27,16.5,18,15,16.8,31450
2011-06-28,16.8,17.5,16.5,17,24400
2011-06-29,17,17.2,16.7,16.9,21040
2011-06-30,16.9,17,15.7,16.1,34960
2011-07-01,16.1,16.7,15.3,15.4,33280
2011-07-02,15.4,15.8,15.3,15.4,19450
2011-07-03,15.4,15.7,15.3,15.4,16790
2011-07-04,15.4,15.5,13.1,13.9,52280
2011-07-05,13.9,15,11,12.9,84080
2011-07-06,12.9,16.5,12.7,14.8,111820
2011-07-07,14.8,15.9,14.5,14.8,54470
2011-07-08,14.8,15.6,13.9,14.3,34850
2011-07-09,14.3,14.7,14,14.4,11910
2011-07-10,14.4,15.7,14.4,14.9,45280
2011-07-11,14.9,15.2,13.8,14.2,49160
2011-07-12,14.2,14.6,13.9,14,26360
2011-07-13,14,14.1,13.9,13.9,10340
2011-07-14,13.9,14.1,13.7,14,17660
2011-07-15,14,14.1,13.5,13.8,24820
2011-07-16,13.8,13.8,13.5,13.7,17260
2011-07-17,13.7,13.8,13,13.2,34380
2011-07-18,13.2,13.9,12.5,13.5,75900
2011-07-19,13.5,14.7,13.4,13.9,67580
2011-07-20,13.9,14,13.4,13.7,23180
2011-07-21,13.7,13.8,13.4,13.6,25020
2011-07-22,13.6,13.8,13.4,13.7,15170
2011-07-23,13.7,13.8,13.5,13.7,22460
2011-07-24,13.7,14.1,13.6,14,26620
2011-07-25,14,14.7,13.8,14.1,31580
2011-07-26,14.1,14.1,13.8,13.9,16790
2011-07-27,13.9,14.1,13.9,13.9,11510
2011-07-28,13.9,13.9,13.3,13.5,32740
2011-07-29,13.5,13.7,13.3,13.5,7260
2011-07-30,13.5,13.6,13.4,13.5,6100
2011-07-31,13.5,14.9,12.8,13.4,45720
2011-08-01,13.4,13.6,12.9,13.1,21750
2011-08-02,13.1,13.1,11.5,12.1,57240
2011-08-03,12.1,12.2,8.7,9.3,90290
2011-08-04,9.3,11.1,9.3,10.8,50090
2011-08-05,10.8,11,9.5,9.8,30770
2011-08-06,9.8,9.9,5.7,6.6,102410
2011-08-07,6.6,9.5,6,7.9,89830
2011-08-08,7.9,8.2,7.1,7.8,34040
2011-08-09,7.8,12.1,7.7,10,114470
2011-08-10,10,10.4,9.5,10,24250
2011-08-11,10,10.5,8.4,9.5,58120
2011-08-12,9.5,9.8,8.9,9.5,41590
2011-08-13,9.5,10.3,9.3,10.1,29760
2011-08-14,10.1,11.2,9.6,10.8,44130
2011-08-15,10.8,11.9,10.7,11.1,38160
2011-08-16,11.1,11.3,10.8,11,15330
2011-08-17,11,11.1,10.7,10.9,22900
2011-08-18,10.9,11.1,10.8,10.8,8210
2011-08-19,10.8,11.8,10.8,11.6,33720
2011-08-20,11.6,11.7,11.4,11.4,9920
2011-08-21,11.4,11.5,11.3,11.3,8720
2011-08-22,11.3,11.5,10.5,10.9,37000
2011-08-23,10.9,11.3,10.8,10.9,12780
2011-08-24,10.9,11.1,10.8,10.9,7820
2011-08-25,10.9,10.9,9.1,9.7,55490
2011-08-26,9.7,9.9,7.6,8.2,83000
2011-08-27,8.2,9.1,8.1,8.6,22000
2011-08-28,8.6,9.5,8.4,9.1,24160
2011-08-29,9.1,9.3,8.6,9,21650
2011-08-30,9,9,8.6,8.8,11770
2011-08-31,8.8,8.8,8,8.2,19650
2011-09-01,8.2,8.4,8.1,8.2,11900
2011-09-02,8.2,8.7,8.2,8.6,16820
2011-09-03,8.6,8.7,8.4,8.5,6950
2011-09-04,8.5,8.5,7.8,8.2,19670
2011-09-05,8.2,8.2,7.3,7.6,30800
2011-09-06,7.6,7.7,6.1,6.9,82500
2011-09-07,6.9,7.6,6.5,7.2,49640
2011-09-08,7.2,7.2,6.5,6.5,31890
2011-09-09,6.5,6.6,4.2,5,217430
2011-09-10,5,5.5,4.6,4.8,44490
2011-09-11,4.8,7.4,4.6,5.9,143790
2011-09-12,5.9,6.6,5.4,6.1,63860
2011-09-13,6.1,6.1,5.7,5.8,23760
2011-09-14,5.8,5.8,5.3,5.6,43770
2011-09-15,5.6,5.6,4.4,4.8,86220
2011-09-16,4.8,5,4.6,4.8,31650
2011-09-17,4.8,4.9,4.7,4.8,20300
2011-09-18,4.8,5.6,4.7,5.2,44620
2011-09-19,5.2,5.6,4.9,5.5,49840
2011-09-20,5.5,6.8,5.4,6.1,116750
2011-09-21,6.1,6.3,5.1,5.6,68160
2011-09-22,5.6,5.8,5.3,5.4,31650
2011-09-23,5.4,5.7,5.4,5.6,55670
2011-09-24,5.6,5.6,5.3,5.5,17940
2011-09-25,5.5,5.5,5.3,5.3,9490
2011-09-26,5.3,5.4,4.7,4.9,56070
2011-09-27,4.9,5.1,4.8,4.9,24650
2011-09-28,4.9,5,4.6,4.8,30630
2011-09-29,4.8,4.8,4.7,4.8,14090
2011-09-30,4.8,5.3,4.7,5.1,41460
2011-10-01,5.1,5.3,4.9,5,23460
2011-10-02,5,5.1,4.9,5,10460
2011-10-03,5,5,4.9,5,17290
2011-10-04,5,5,4.9,5,15790
2011-10-05,5,5,4.8,4.9,17590
2011-10-06,4.9,4.9,4.5,4.7,54770
2011-10-07,4.7,4.8,3.8,4.3,97550
2011-10-08,4.3,4.3,3.8,4,39610
2011-10-09,4,4.4,4,4.1,37920
2011-10-10,4.1,4.2,4,4.1,16860
2011-10-11,4.1,4.1,3.8,3.9,41100
2011-10-12,3.9,4.4,3.9,4.2,69400
2011-10-13,4.2,4.2,4,4.1,19710
2011-10-14,4.1,4.1,4,4,20060
2011-10-15,4,4.1,3.7,3.8,42090
2011-10-16,3.8,3.9,3.4,3.6,36200
2011-10-17,3.6,3.7,2.3,2.6,207430
2011-10-18,2.6,2.9,2.3,2.4,87860
2011-10-19,2.4,2.5,2,2.3,101870
2011-10-20,2.3,2.4,2.2,2.3,48860
2011-10-21,2.3,2.7,2.3,2.6,72970
2011-10-22,2.6,3.3,2.5,3.2,120160
2011-10-23,3.2,3.2,3,3.2,37040
2011-10-24,3.2,3.2,2.5,2.5,92230
2011-10-25,2.5,3,2.4,2.8,101410
2011-10-26,2.8,2.8,2.7,2.8,29400
2011-10-27,2.8,3.1,2.7,3,58700
2011-10-28,3,3.3,2.9,3.2,52370
2011-10-29,3.2,3.8,3.1,3.6,79540
2011-10-30,3.6,3.7,3.2,3.3,50690
2011-10-31,3.3,3.3,3.1,3.3,30980
2011-11-01,3.3,3.3,3.1,3.2,37890
2011-11-02,3.2,3.4,3.1,3.3,32310
2011-11-03,3.3,3.3,3.1,3.2,24520
2011-11-04,3.2,3.2,3,3.1,39510
2011-11-05,3.1,3.2,2.8,3,52960
2011-11-06,3,3,2.9,3,17230
2011-11-07,3,3,3,3,23990
2011-11-08,3,3.2,3,3,60340
2011-11-09,3,3.1,2.9,3,52200
2011-11-10,3,3,2.8,2.8,33930
2011-11-11,2.8,3.1,2.8,3.1,44850
2011-11-12,3.1,3.1,3,3,20380
2011-11-13,3,3,3,3,9630
2011-11-14,3,3,2.1,2.2,382190
2011-11-15,2.2,2.5,2.1,2.3,76420
2011-11-16,2.3,2.6,2.3,2.6,44210
2011-11-17,2.6,2.6,2,2.3,117280
2011-11-18,2.3,2.4,2,2,98140
2011-11-19,2,2.3,2,2.2,78300
2011-11-20,2.2,2.5,2.2,2.2,79730
2011-11-21,2.2,2.3,2.2,2.3,41730
2011-11-22,2.3,2.3,2.3,2.3,34210
2011-11-23,2.3,2.4,2.3,2.3,40000
2011-11-24,2.3,2.6,2.3,2.4,87270
2011-11-25,2.4,2.5,2.4,2.5,44410
2011-11-26,2.5,2.5,2.4,2.5,36120
2011-11-27,2.5,2.5,2.4,2.5,22730
2011-11-28,2.5,2.5,2.4,2.5,41260
2011-11-29,2.5,3,2.5,2.8,180530
